8.618442 8.474292 
11.626892 11.127649 
7.451137 9.978705 
12.335969 9.089067 
12.12626 11.706 
10.775591 10.144778 
15.191777 11.558096 
9.616439 11.258321 
11.219424 6.132664 
10.81739 7.450425 
8.028092 6.991812 
6.708162 10.884188 
8.542516 8.728767 
8.285142 11.978217 
8.864118 9.341533 
8.766961 4.733652 
9.383552 9.408718 
8.190797 10.39593 
10.759023 7.709581 
13.886525 9.316587 
12.755232 11.63785 
11.112519 11.064375 
9.410235 9.343517 
11.741141 8.111692 
12.222292 9.061227 
8.354537 11.494442 
11.050952 6.687512 
13.0134 9.709734 
9.734951 3.379167 
8.213791 7.892767 
7.3676 9.536923 
9.333883 2.797572 
9.842855 5.256578 
9.619324 4.347157 
9.959072 10.950978 
8.356307 6.037565 
10.734593 10.55641 
8.462009 11.618248 
8.288486 8.087996 
14.058932 10.618459 
9.922053 11.990058 
7.123927 9.526567 
9.347154 11.114616 
7.96154 10.306663 
10.720741 11.572243 
8.273302 6.588256 
10.796912 6.686187 
9.107092 11.953433 
12.247385 10.787772 
9.994039 3.331194 
10.553025 11.344592 
8.955981 10.685024 
10.946885 7.472101 
9.161848 4.873492 
12.740997 8.460697 
14.279126 11.930001 
8.240165 10.481209 
6.629729 11.794923 
10.209108 4.232122 
12.072724 9.049404 
12.625119 10.906788 
10.109279 10.275093 
10.459442 9.542779 
13.071726 9.797172 
14.781113 11.626322 
12.613397 9.976193 
8.814773 7.159361 
11.920136 6.259167 
8.473588 10.863821 
10.223395 8.533292 
11.194681 10.829749 
6.717622 11.560115 
10.765425 11.039712 
9.089164 9.528159 
7.738201 8.663464 
9.226523 6.913568 
9.87159 2.767866 
9.657731 5.965074 
10.629089 8.44302 
10.30108 11.691518 
8.64624 4.939595 
13.007804 8.516908 
7.139137 11.964344 
11.784194 11.153745 
12.362403 7.562692 
8.294789 11.849907 
11.94985 7.526774 
13.951317 9.649043 
13.067708 11.456483 
7.90041 8.961592 
8.942043 9.74468 
13.350797 11.048801 
8.609865 6.425509 
11.967313 8.08406 
10.884428 4.950236 
10.205112 6.908231 
13.776005 10.972141 
11.090086 9.936486 
13.060959 11.565005 
11.370236 9.240073 
8.840632 7.123033 
12.541268 8.426095 
11.430527 8.757744 
9.718614 4.522037 
9.247563 5.199744 
10.625545 7.986283 
10.646862 8.728164 
9.624679 9.092378 
11.997642 11.868983 
12.96924 8.969897 
13.887267 9.510462 
10.248255 9.178906 
10.91184 8.173285 
10.472928 11.444683 
14.869973 11.54164 
10.587473 5.577 
8.072708 6.858079 
12.012277 11.236579 
11.383426 6.680708 
11.470012 9.776289 
12.507966 7.013841 
7.48663 8.252161 
9.22377 7.583835 
8.391081 11.945226 
11.308732 5.32102 
8.444058 11.094557 
12.668449 7.927864 
11.686512 11.726547 
11.471138 9.518878 
9.737703 8.925839 
9.244748 3.202922 
6.515424 11.347396 
10.398957 7.112541 
7.614906 9.403341 
8.008926 6.664575 
12.205166 8.941366 
11.046626 9.177658 
8.596429 11.892782 
9.541696 9.924358 
12.783518 8.2316 
11.790819 6.413826 
11.995029 7.100548 
10.022662 3.578024 
10.623568 9.542972 
15.144204 11.938758 
12.65952 11.945683 
12.068728 7.997974 
11.801404 6.103419 
9.105482 9.587048 
9.539488 11.962423 
8.568605 10.433478 
10.065273 5.916982 
10.798041 7.145567 
13.622316 9.65056 
9.300991 5.061919 
13.166232 10.197123 
9.916381 2.744501 
10.005536 6.25649 
10.699235 9.732847 
12.802515 11.803546 
10.989052 10.460269 
9.139959 6.899818 
9.806336 10.214229 
8.283087 8.206745 
10.467197 8.52896 
13.154781 9.900573 
11.647875 8.440263 
9.148455 8.578058 
11.668885 11.465504 
11.970444 7.581529 
12.892289 7.754379 
12.693989 9.21266 
9.487385 10.929279 
10.333063 11.935726 
10.222306 6.606958 
14.29536 10.674982 
12.994042 9.292604 
10.774539 9.302365 
12.570777 10.837202 
11.812613 7.78983 
8.879828 5.010331 
8.490176 5.884279 
8.595803 9.275189 
10.627772 6.899615 
12.536659 8.46122 
10.302245 6.632678 
9.979139 11.316086 
10.151342 4.968613 
12.398265 8.057968 
10.066788 6.446742 
12.65829 7.80795 
10.203953 10.921489 
11.206648 5.287017 
11.130899 5.633213 
9.80282 6.851053 
8.122254 8.798754 
